user_id,blanks,comments,language,cloc,avg_memory,wall_clock,system_time,compiler_version,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,nbr_file_out,nbr_page_faults,exe_size,max_RAM,user_time
nierka,26,3,Java,57,0,0.04,0.00,-,0,0,0,0,0,64,0,-,21440,0.03
nightfury1204,3,6,C++,59,0,0.00,0.00,-,0,0,0,0,0,0,0,8600,2744,0.00
nikban,3,1,C,19,0,0.00,0.00,-,0,0,0,0,127,0,0,7056,1372,0.00
nikhil11,0,1,C++,28,0,0.00,0.00,-,0,0,0,0,0,0,0,8600,2628,0.00
nikhilgupta,2,0,Java,38,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21784,0.04
nikhilnihal,8,0,C++,24,0,0.00,0.00,-,0,0,0,0,0,0,0,10056,2484,0.00
nikhilvyas,4,6,C++,27,0,0.00,0.00,-,0,0,0,0,0,0,0,11096,2620,0.00
nikoseven,6,0,C++,34,0,1.74,0.00,-,0,0,0,0,0,0,0,9824,6796,1.74
nikosp,17,6,Java,62,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21388,0.03
niksaz,2,0,C++,45,0,0.00,0.00,-,0,0,0,0,0,0,0,8624,2496,0.00
nimloth,4,7,C++,42,0,0.00,0.00,-,0,0,0,0,136,0,0,9976,2368,0.00
nishant10,8,2,C++,39,0,0.00,0.00,-,0,0,0,0,0,0,0,8152,2628,0.00
nishthagoel,1,0,C++,27,0,0.00,0.00,-,0,0,0,0,136,0,0,8800,2344,0.00
niti94,15,3,C++,68,-,-,-,-,-,0,-,-,-15,-,-,10272,-,-
nixgeek,2,0,C++,14,0,0.00,0.00,-,0,0,0,0,0,0,0,7240,2408,0.00
nmunim,5,0,C++,22,-,-,-,-,-,4,-,-,-1,-,-,-,-,-
no15renne,7,0,C++,37,0,0.00,0.00,-,0,0,0,0,0,0,0,10056,2504,0.00
nobuyuki,18,4,Java,36,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21496,0.04
noidgoten,4,0,Python,8,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6112,0.00
nomoon,4,6,Java,31,0,0.04,0.00,-,0,1,0,0,1,64,0,-,21392,0.04
nordicdx,6,0,C++,43,0,0.00,0.00,-,0,0,0,0,0,0,0,10040,2508,0.00
nosafer,7,0,C++,120,0,0.00,0.00,-,0,0,0,0,0,0,0,74104,2504,0.00
not2knight,13,2,Java,67,0,0.04,0.00,-,0,1,0,0,1,64,0,-,21692,0.04
notenote,11,3,Java,41,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21368,0.04
notmichael,4,0,Java,28,0,0.07,0.00,-,0,0,0,0,0,64,0,-,25156,0.06
noxwell,9,2,C++,66,0,0.00,0.00,-,0,0,0,0,134,0,0,10456,2568,0.00
nrg3,16,2,C++,50,-,-,-,-,-,0,-,-,-15,-,-,10224,-,-
ntucker,9,2,Python,15,0,0.00,0.00,3.5,0,1,0,0,2,0,0,-,7224,0.00
null0pointer,4,0,Python,15,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6104,0.00
nullstellensatz,8,6,C++,25,0,0.00,0.00,-,0,0,0,0,0,0,0,12200,2612,0.00
numbertheorist17,2,0,C++,16,0,0.00,0.00,-,0,0,0,0,0,0,0,11200,2480,0.00
nunonb44,4,0,Java,14,0,0.08,0.00,-,0,0,0,0,0,64,0,-,25028,0.07
nurzhands,6,0,C++,36,0,0.03,0.02,-,0,0,0,0,0,1520,0,10192,2620,0.00
nxy0520,3,2,C++,22,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
nzbrat,5,0,C++,29,0,0.00,0.00,-,0,0,0,0,0,0,0,8360,2588,0.00
ochitu,10,2,Java,40,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21324,0.03
odan3240,9,5,C++,58,0,1.57,0.00,-,0,0,0,0,0,0,0,10312,2604,1.57
ohnoho,1,1,Python,31,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6168,0.00
ojasdeshpande,0,0,C++,22,0,0.00,0.00,-,0,0,0,0,134,0,0,11184,2520,0.00
okaduki,6,0,C++,55,0,0.00,0.00,-,0,0,0,0,0,0,0,10336,2480,0.00
olafm,14,13,Java,29,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21772,0.04
olekluka,3,1,C++,15,0,0.00,0.00,-,0,0,0,0,0,0,0,7336,2416,0.00
oleksiisosevych,12,0,Java,44,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21436,0.04
olpetOdessaONU,6,7,C++,26,0,0.00,0.00,-,0,0,0,0,0,0,0,8728,2516,0.00
once,0,0,C++,15,0,0.00,0.00,-,0,0,0,0,0,0,0,9768,2444,0.00
one800jonc,2,1,Java,25,0,0.04,0.00,-,0,0,0,0,0,72,0,-,21592,0.04
oonishi,20,11,Python,74,0,0.00,0.00,3.5,0,1,0,0,2,0,0,-,7192,0.00
orenash,13,0,Java,40,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
orin,10,0,Python,33,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6176,0.00
orkun1675,3,0,Java,27,0,0.04,0.00,-,0,0,0,0,0,64,0,-,21588,0.04
osank,19,3,C++,58,0,0.00,0.00,-,0,0,0,0,0,0,0,11816,2620,0.00
oscariano,6,9,Java,40,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21568,0.04
oswww,12,1,C++,40,0,0.00,0.00,-,0,0,0,0,0,0,0,13200,2544,0.00
otacon,13,1,Python,31,0,0.00,0.00,3.5,0,1,0,0,2,0,0,-,7228,0.00
ozsvar,35,14,Java,95,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21320,0.04
p5ic05i5,3,0,C,32,0,0.00,0.00,-,0,0,0,0,127,0,0,7984,1440,0.00
pachonunderscore1992,7,2,C++,30,0,4.14,3.11,-,0,0,0,0,0,145368,0,11416,2372,1.02
packwolf,0,0,Python,14,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6188,0.00
paco,6,0,C++,19,0,0.00,0.00,-,0,0,0,0,0,0,0,9912,2616,0.00
padington,3,5,Java,55,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21856,0.04
paladin8,1,0,C++,13,0,0.00,0.00,-,0,0,0,0,0,0,0,9912,2480,0.00
palakj,1,0,C++,41,0,0.00,0.00,-,0,0,0,0,0,0,0,8816,2388,0.00
palash117,0,0,C++,29,0,0.00,0.00,-,0,0,0,0,0,0,0,10384,2332,0.00
palys,36,0,Java,96,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21356,0.04
panaka13,1,0,C++,30,0,0.00,0.00,-,0,0,0,0,0,0,0,10944,2564,0.00
panyuchong,2,0,C++,16,0,0.00,0.00,-,0,0,0,0,0,0,0,7904,2196,0.00
papaji,3,0,C++,23,0,0.00,0.00,-,0,0,0,0,0,0,0,8360,2620,0.00
papamitra,4,0,Python,12,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6776,0.00
paramaciej,9,2,Python,30,0,0.00,0.00,3.5,0,0,0,0,2,0,0,-,7220,0.00
partiallyfinite,4,0,C++,12,0,0.00,0.00,-,0,0,0,0,0,0,0,9944,2468,0.00
paulgeorge,1,0,C,23,0,0.00,0.00,-,0,0,0,0,127,0,0,7576,1348,0.00
paulik,4,0,C++,15,0,0.00,0.00,-,0,0,0,0,0,0,0,9888,2468,0.00
paulliu,13,22,Java,102,-,-,-,-,-,0,-,-,-1,-,-,-,-,-
paulse,1,0,Python,7,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6288,0.00
pawliszak,4,0,C++,25,0,0.00,0.00,-,0,0,0,0,0,0,0,9960,2476,0.00
pbwwwwwwwwwbp,13,1,C++,35,0,0.00,0.00,-,0,0,0,0,0,0,0,10016,2616,0.00
pdwd,12,0,C++,67,0,0.00,0.00,-,0,0,0,0,0,0,0,9872,2608,0.00
pdxcoder,27,54,Java,73,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21524,0.04
pedromnasc,5,0,C++,13,0,0.00,0.00,-,0,0,0,0,0,0,0,9448,2608,0.00
peeyushg,2,0,Python,9,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6560,0.00
pellis,3,2,Python,14,0,0.00,0.00,3.5,0,1,0,0,2,0,0,-,7196,0.00
pennysalem,10,37,C++,38,0,0.00,0.00,-,0,1,0,0,127,0,0,-,1372,0.00
pepsin92,1,0,Python,7,0,0.00,0.00,3.5,0,0,0,0,2,0,0,-,7180,0.00
percywtc,15,0,C++,37,0,0.00,0.00,-,0,0,0,0,0,0,0,7736,2344,0.00
perhark,10,8,C++,34,0,0.00,0.00,-,0,0,0,0,0,0,0,9352,2672,0.00
perseus14,0,0,Python,19,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6552,0.00
pershik,20,2,C++,102,0,0.00,0.00,-,0,0,0,0,0,0,0,11416,2540,0.00
peso,3,2,Python,17,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6392,0.00
peterpan,5,0,C,16,0,0.00,0.00,-,0,0,0,0,127,0,0,7064,1344,0.00
petitTricycle,8,0,Java,16,0,0.07,0.00,-,0,0,0,0,0,64,0,-,24928,0.06
petrNg24,14,0,C++,46,0,0.00,0.00,-,0,0,0,0,0,0,0,10272,2536,0.00
petrodavi,23,1,Java,48,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
petuhovskiy,31,3,Java,154,0,0.04,0.00,-,0,1,0,0,1,64,0,-,21480,0.04
phandom,10,0,C++,21,0,0.00,0.00,-,0,0,0,0,0,0,0,9920,2616,0.00
phantom002,8,4,Java,97,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21632,0.04
phantom11,10,6,Java,110,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21676,0.04
philfifi,27,9,Python,34,0,0.01,0.00,2.7,0,0,0,0,0,8,0,-,8276,0.00
philippica,0,0,C++,20,0,0.03,0.02,-,0,0,0,0,0,1328,0,10336,2544,0.00
phoemix,7,7,Python,18,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6448,0.00
phuongdongtran2014,30,5,C#,210,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
phyllo,9,2,C++,71,0,0.00,0.00,-,0,0,0,0,0,0,0,48656,2500,0.00
pie306,2,0,Java,42,0,0.14,0.00,-,0,0,0,0,0,72,0,-,32196,0.16
pieprzu,8,1,C++,43,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
pikaynu,3,0,C++,23,0,0.00,0.00,-,0,0,0,0,0,0,0,9680,2744,0.00
piotrekg2,4,0,C++,22,0,0.00,0.00,-,0,0,0,0,0,0,0,9792,2472,0.00
pipikaqiu,7,1,Java,50,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21436,0.03
piratos,1,0,Python,7,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6584,0.00
pjr,20,11,C++,50,0,0.00,0.00,-,0,1,0,0,127,0,0,-,1436,0.00
plcpunk,0,0,C++,22,0,0.00,0.00,-,0,0,0,0,0,0,0,10336,2548,0.00
plexus,2,0,C++,23,0,0.00,0.00,-,0,0,0,0,0,0,0,8648,2368,0.00
potix2,4,1,Java,31,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21340,0.04
poursoul,2,0,C++,22,0,0.00,0.00,-,0,0,0,0,0,0,0,7800,2288,0.00
ppaallaa,9,14,C++,70,0,0.00,0.00,-,0,0,0,0,0,0,0,9072,2740,0.00
ppeter,1,0,Python,16,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6128,0.00
ppham27,3,0,C++,21,0,0.00,0.00,-,0,0,0,0,0,0,0,9992,2616,0.00
pr0gramm3r,2,1,C++,24,0,0.00,0.00,-,0,0,0,0,0,0,0,10480,2388,0.00
pr4j,2,0,Python,17,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6164,0.00
prabhu3095,8,0,C++,22,0,0.00,0.00,-,0,0,0,0,0,0,0,11312,2472,0.00
pramodch,2,0,C++,20,0,0.00,0.00,-,0,0,0,0,0,0,0,11248,2460,0.00
pranjalsharma,6,1,C++,19,0,0.00,0.00,-,0,0,0,0,136,0,0,10336,2272,0.00
prashantpcm94,1,0,C++,21,0,0.00,0.00,-,0,0,0,0,0,0,0,9920,2568,0.00
printf,5,0,C++,34,0,0.00,0.00,-,0,0,0,0,0,0,0,11552,2548,0.00
priyam,0,0,C++,28,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
prololo,3,0,C++,24,0,0.00,0.00,-,0,0,0,0,0,0,0,7864,2408,0.00
protos,0,0,Python,5,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6472,0.00
pruthvianvesh,0,0,Python,8,-,-,-,2.7,-,0,-,-,1,-,-,-,-,-
przemekkoz,3,1,C++,24,0,0.00,0.00,-,0,0,0,0,0,0,0,8136,2604,0.00
psayan,1,0,Python,24,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6528,0.00
pse1202,5,0,C++,30,0,0.00,0.00,-,0,0,0,0,0,8,0,7792,2288,0.00
ptimonen,3,2,C++,19,0,0.00,0.00,-,0,0,0,0,0,0,0,9536,2556,0.00
ptntialunrlsd,21,11,Java,66,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21532,0.03
ptrj,12,5,C++,33,0,0.00,0.00,-,0,0,0,0,0,0,0,10200,2472,0.00
puddingTree,7,0,C,30,0,0.00,0.00,-,0,0,0,0,127,0,0,7128,1384,0.00
puki180894,5,1,C++,27,0,0.00,0.00,-,0,0,0,0,0,1456,0,11096,2592,0.00
pulgares,4,1,C++,22,0,0.00,0.00,-,0,0,0,0,0,0,0,9912,2572,0.00
pvkhoi,6,0,C++,18,0,0.00,0.00,-,0,0,0,0,0,0,0,9920,2676,0.00
pvmilk,18,11,Python,45,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,7396,0.00
pyBlob,9,0,C++,26,0,0.00,0.00,-,0,0,0,0,0,0,0,7736,2356,0.00
pyrexshorts,2,0,C++,25,0,0.00,0.00,-,0,0,0,0,134,0,0,11216,2520,0.00
pzielinski,3,3,Java,16,0,0.08,0.00,-,0,0,0,0,0,64,0,-,24744,0.07
qu4sar,3,1,C++,16,0,0.00,0.00,-,0,0,0,0,0,0,0,11128,2656,0.00
quansiji9,11,0,C++,30,0,0.00,0.00,-,0,0,0,0,0,0,0,9912,2624,0.00
quimcastella,7,0,Python,27,0,0.00,0.00,2.7,0,0,0,0,0,8,0,-,6604,0.00
quizywiz,1,1,C++,32,0,0.00,0.00,-,0,0,0,0,0,0,0,11072,2476,0.00
qwertyk,7,1,C++,42,0,0.00,0.00,-,0,0,0,0,0,0,0,10096,2576,0.00
qws777,14,3,C++,32,0,0.70,0.04,-,0,0,0,0,0,252000,0,12368,2584,0.66
rabbit125,3,28,C++,102,0,0.00,0.00,-,0,0,0,0,0,0,0,10976,2524,0.00
radheshyam43,6,0,C++,19,0,0.00,0.00,-,0,0,0,0,0,0,0,9432,2600,0.00
radkokotev,6,0,Python,17,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6432,0.00
rafael859,7,0,C++,49,0,0.00,0.00,-,0,0,0,0,0,0,0,8616,2576,0.00
rafaelherman,1,0,C++,18,0,0.00,0.00,-,0,0,0,0,0,0,0,8144,2740,0.00
rafalk342,1,0,C++,20,0,0.00,0.00,-,0,0,0,0,0,0,0,9992,2496,0.00
raggzy,5,3,Java,21,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
raihanruhin,8,6,C++,27,0,0.00,0.00,-,0,0,0,0,134,0,0,11224,2520,0.00
rajat1603,0,0,C++,17,0,0.00,0.00,-,0,0,0,0,0,0,0,9528,2568,0.00
rajeevkgp,4,0,C++,75,0,0.00,0.00,-,0,0,0,0,0,0,0,10048,2384,0.00
rajeshkumarsinha,2,4,C++,20,0,0.03,0.02,-,0,0,0,0,0,1584,0,11696,2656,0.00
rajkamal,3,0,C++,24,0,0.00,0.00,-,0,0,0,0,0,0,0,10048,2544,0.00
rajthegreat,4,2,C++,41,0,4.54,3.11,-,0,0,0,0,0,137224,0,12248,2672,1.43
ramanmalhotra,0,0,C++,15,0,0.00,0.00,-,0,0,0,0,136,0,0,11216,2340,0.00
ranasaha,1,0,C++,40,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
rathi062,6,9,C++,58,0,0.00,0.00,-,0,0,0,0,0,0,0,9992,2616,0.00
ratulghatak,6,1,C++,53,0,0.00,0.00,-,0,0,0,0,0,0,0,11032,2524,0.00
rbbeltran86,9,0,C#,42,0,0.02,0.00,-,0,0,0,0,0,8,0,-,14268,0.00
rbutani,9,4,Java,46,0,0.07,0.00,-,0,0,0,0,0,64,0,-,25004,0.06
redArcher,0,0,C++,26,0,0.00,0.00,-,0,0,0,0,136,0,0,10104,2348,0.00
redhaluffy,5,0,C,19,0,0.00,0.00,-,0,0,0,0,127,0,0,7400,1384,0.00
redline3,2,0,C++,23,0,0.00,0.00,-,0,0,0,0,0,0,0,7400,2316,0.00
rednivrug15,7,1,C++,38,0,0.00,0.00,-,0,0,0,0,0,0,0,11024,2608,0.00
reew2n,1,0,C++,36,0,0.00,0.00,-,0,0,0,0,0,0,0,11208,2332,0.00
regina8023,0,0,C++,22,0,0.00,0.00,-,0,0,0,0,0,0,0,10160,2496,0.00
reingrmk,9,4,Java,61,0,0.04,0.00,-,0,0,0,0,0,64,0,-,21396,0.04
reload,2,0,C++,31,0,0.00,0.00,-,0,0,0,0,0,0,0,11368,2372,0.00
revred,1,0,C++,27,0,0.00,0.00,-,0,0,0,0,0,8,0,9896,2552,0.00
rewrite,15,2,C++,87,0,0.00,0.00,-,0,0,0,0,0,0,0,9472,2628,0.00
rforrester,9,1,C++,77,0,0.00,0.00,-,0,0,0,0,0,0,0,8448,2716,0.00
rgrig,2,0,C++,10,0,0.00,0.00,-,0,0,0,0,0,0,0,7248,2276,0.00
rguiu,15,2,Java,63,0,0.04,0.00,-,0,1,0,0,1,64,0,-,21572,0.03
rhs0266,0,1,C++,36,0,0.00,0.00,-,0,-15,0,0,127,0,0,-,1440,0.00
rian,2,1,C#,49,0,0.02,0.00,System.Numerics,0,0,0,0,0,8,0,-,17140,0.02
richardsun29,1,0,C++,17,0,0.00,0.00,-,0,0,0,0,0,0,0,8232,2700,0.00
richardt,15,0,C++,97,0,0.00,0.00,-,0,0,0,0,0,0,0,12616,2548,0.00
richardzrc,4,12,C++,95,0,0.00,0.00,-,0,0,0,0,0,0,0,10656,2608,0.00
ringo,10,0,Python,21,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6160,0.00
rishabh179,0,0,Java,23,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21412,0.04
rishig,2,0,Python,13,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6284,0.00
rishivikram,0,0,C,26,0,0.00,0.00,-,0,0,0,0,127,0,0,7200,1368,0.00
riskingh,8,0,Python,20,0,0.00,0.00,3.5,0,1,0,0,2,0,0,-,7160,0.00
ritishgoyal,4,0,C++,40,0,0.00,0.00,-,0,0,0,0,0,0,0,10056,2572,0.00
rjsam,5,0,Python,16,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6168,0.00
robertre,7,1,C++,45,0,0.00,0.00,-,0,0,0,0,0,0,0,10200,2512,0.00
robostac,5,0,Python,22,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6528,0.00
rofi,9,0,C++,20,0,0.00,0.00,-,0,0,0,0,0,0,0,9952,2332,0.00
rohanbathla007,2,4,Java,22,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21512,0.03
rohil,11,0,C++,38,0,0.00,0.00,-,0,0,0,0,134,0,0,10584,2460,0.00
rohilsurana,6,1,C++,52,0,0.00,0.00,-,0,0,0,0,0,0,0,11160,2540,0.00
roiti46,1,0,Python,15,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6472,0.00
romlig,7,0,C++,17,0,0.00,0.00,-,0,0,0,0,0,0,0,10096,2596,0.00
romwell32,7,0,Java,20,0,0.07,0.00,-,0,0,0,0,0,64,0,-,24644,0.07
ronisds,4,2,C++,40,0,0.00,0.00,-,0,0,0,0,0,0,0,8360,2608,0.00
rostislavmat,3,0,C++,53,0,0.00,0.00,-,0,0,0,0,0,0,0,10712,2484,0.00
royf,18,2,Python,43,0,0.03,0.00,2.7,0,0,0,0,0,0,0,-,19928,0.03
rrafols,8,3,Java,29,0,0.07,0.01,-,0,0,0,0,0,64,0,-,25020,0.05
rsalesc,13,8,C++,56,0,0.00,0.00,-,0,0,0,0,0,0,0,9760,2600,0.00
rsk1994,5,3,C++,34,0,0.00,0.00,-,0,0,0,0,0,0,0,11112,2508,0.00
rskjr,6,1,Python,45,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6056,0.00
rufferzool,2,0,C++,12,0,0.00,0.00,-,0,0,0,0,0,0,0,7216,2328,0.00
rusher,0,0,Python,10,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6488,0.00
ruslanbes,13,1,Python,27,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,7012,0.00
ruslik,10,1,C++,55,0,0.00,0.00,-,0,0,0,0,0,0,0,8424,2144,0.00
rvkonovalov,27,16,C++,293,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
s0chi,2,62,Java,47,0,0.04,0.00,-,0,1,0,0,1,64,0,-,21524,0.04
s25,2,1,Java,30,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
sValerii,5,0,Python,22,0,0.00,0.00,3.5,0,0,0,0,2,0,0,-,7204,0.00
saadalf,9,0,Java,27,0,0.07,0.00,-,0,0,0,0,0,64,0,-,24712,0.07
saadtaame,4,0,C++,16,0,0.00,0.00,-,0,0,0,0,0,0,0,8224,2716,0.00
sabarinath,2,0,C++,25,0,0.00,0.00,-,0,0,0,0,0,0,0,10072,2376,0.00
sadhwaniyash6,8,11,C++,47,0,0.00,0.00,-,0,0,0,0,0,0,0,10024,2468,0.00
sagarkaniche,3,0,C++,38,0,0.00,0.00,-,0,0,0,0,0,0,0,8248,2608,0.00
sakaark,4,0,C++,38,0,0.00,0.00,-,0,0,0,0,0,0,0,10072,2500,0.00
samerbekhazi,4,0,C++,22,0,0.00,0.00,-,0,0,0,0,0,0,0,10048,2612,0.00
sammyh27,2,0,C++,14,0,0.00,0.00,-,0,0,0,0,0,0,0,7440,2424,0.00
sampriti,5,1,C++,16,0,0.00,0.00,-,0,0,0,0,0,0,0,9912,2376,0.00
sandyeep,5,0,C++,32,0,0.00,0.00,-,0,0,0,0,134,0,0,12920,2568,0.00
sankettotala,2,0,C++,15,0,0.00,0.00,-,0,0,0,0,0,0,0,9920,2504,0.00
sansid,7,0,C++,24,0,0.53,0.01,-,0,0,0,0,0,137160,0,8584,2600,0.51
sanyamagarwal,10,6,C++,60,0,0.00,0.00,-,0,0,0,0,0,0,0,9992,2672,0.00
saphira,9,2,Python,22,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6220,0.00
saschbro,13,0,Java,56,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
satyaki3794,61,44,C++,104,0,0.00,0.00,-,0,0,0,0,134,0,0,10968,2576,0.00
saymyname,8,0,C++,23,0,0.00,0.00,-,0,0,0,0,0,0,0,10576,2572,0.00
saytakaPC,0,0,C++,20,0,0.00,0.00,-,0,0,0,0,0,0,0,11072,2612,0.00
sazzad,11,2,C++,81,0,0.00,0.00,-,0,0,0,0,0,0,0,9024,2628,0.00
sbuono,9,1,Python,12,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6472,0.00
scfkcf,3,1,C++,37,0,0.00,0.00,-,0,0,0,0,0,0,0,8184,2672,0.00
schubeda,6,0,C++,27,0,0.00,0.00,-,0,0,0,0,0,0,0,10136,2608,0.00
scorpioLiu,6,0,Python,22,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6060,0.00
scrollingfall,3,0,Java,25,0,0.07,0.00,-,0,0,0,0,0,72,0,-,29288,0.07
sdchikorde,0,0,C,33,0,0.00,0.00,-,0,0,0,0,127,0,0,7328,1416,0.00
sdcr,14,0,C++,43,0,0.00,0.00,-,0,0,0,0,0,0,0,10184,2624,0.00
sec,1,2,C++,28,0,0.00,0.00,-,0,0,0,0,0,0,0,7400,2416,0.00
seeprybyrun,6,1,Python,24,0,0.01,0.00,2.7,0,0,0,0,0,0,0,-,10424,0.01
seffka,8,0,Java,48,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21808,0.03
sekiye,1,0,Python,10,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6592,0.00
sekki,6,0,C++,15,0,0.00,0.00,-,0,0,0,0,0,0,0,10016,2588,0.00
sementry,16,0,Java,54,0,0.04,0.00,-,0,1,0,0,1,64,0,-,21280,0.04
sepehr103,9,5,C++,56,0,0.00,0.00,-,0,0,0,0,134,0,0,10520,2660,0.00
sergileon,1,0,C++,39,0,0.00,0.00,-,0,1,0,0,127,0,0,-,1436,0.00
setiadi32alvin,2,0,C++,38,0,0.00,0.00,-,0,0,0,0,0,0,0,9832,2600,0.00
sevsp,2,0,C,20,0,0.00,0.00,-,0,0,0,0,127,0,0,7152,1272,0.00
sgaflv,25,0,C++,38,0,0.00,0.00,-,0,0,0,0,0,0,0,10136,2544,0.00
sgurasis,10,0,C++,24,0,0.00,0.00,-,0,0,0,0,0,0,0,9912,2508,0.00
shad0wwalker,3,0,C++,22,0,0.00,0.00,-,0,0,0,0,0,0,0,8616,2536,0.00
shadow2496,10,0,C++,36,0,0.00,0.00,-,0,0,0,0,0,0,0,8048,2272,0.00
shadow9,1,0,C++,18,0,0.00,0.00,-,0,0,0,0,0,0,0,7256,2256,0.00
shadz07,11,0,C++,41,0,0.00,0.00,-,0,0,0,0,0,0,0,7408,2436,0.00
shahriaroo,7,1,C++,36,0,0.00,0.00,-,0,0,0,0,0,1328,0,8720,2588,0.00
shakilaust,14,22,C++,78,0,0.00,0.00,-,0,0,0,0,0,0,0,11000,2532,0.00
shamit,21,0,C++,26,0,0.00,0.00,-,0,0,0,0,136,0,0,11216,2232,0.00
shanick,4,0,C++,21,0,4.20,3.10,-,0,0,0,0,0,137176,0,10112,2488,1.09
shanshuer,11,6,Java,27,0,0.07,0.00,-,0,0,0,0,0,72,0,-,24640,0.06
sheepPerplexed,7,1,Python,14,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6416,0.00
sheepluss,1,2,Python,12,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6492,0.00
sherlockkashi,7,0,Java,30,0,0.04,0.01,-,0,0,0,0,1,64,0,-,21988,0.03
shikharid,2,0,C++,15,0,4.00,3.08,-,0,0,0,0,0,145416,0,11888,2688,0.92
shimps,7,0,C++,65,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
shirakia,9,1,C++,28,0,0.00,0.00,-,0,0,0,0,0,0,0,9488,2596,0.00
shiroe,1,2,C++,29,0,0.00,0.00,-,0,0,0,0,0,0,0,7800,2180,0.00
shivam1729,0,1,C++,49,0,0.00,0.00,-,0,0,0,0,0,0,0,12216,2588,0.00
shivamd22,0,0,C++,17,0,0.00,0.00,-,0,0,0,0,0,0,0,11080,2476,0.00
shivammadeshia,8,0,C++,30,0,0.62,0.03,-,0,0,0,0,0,137192,0,9888,2548,0.58
shovonshovo,10,1,C++,66,0,0.00,0.00,-,0,0,0,0,0,0,0,11288,2480,0.00
shreeshaprabhu,5,0,C++,19,0,0.00,0.00,-,0,0,0,0,0,0,0,9360,2596,0.00
shreygarg,0,0,C++,39,-,-,-,-,-,0,-,-,-15,-,-,9816,-,-
shubham011,12,4,Java,47,0,0.04,0.00,-,0,0,0,0,0,64,0,-,21520,0.04
shubham1694,7,0,C++,55,-,-,-,-,-,0,-,-,-15,-,-,11040,-,-
